t x y z
8.000000715255737305e-01 1.254363727569580078e+01 4.156405944824218750e+02 7.709116210937500000e+03
9.000000953674316406e-01 1.545450019836425781e+01 4.543449096679687500e+02 1.083537792968750000e+04
5.000000000000000000e-01 7.747092723846435547e+00 3.537697753906250000e+02 3.642954101562500000e+03
0.000000000000000000e+00 1.311536073684692383e+00 5.848709106445312500e+02 4.420365234375000000e+03
4.000000059604644775e-01 1.396160125732421875e+01 7.015104980468750000e+02 1.321791503906250000e+04
9.000000953674316406e-01 1.130441856384277344e+01 3.261990661621093750e+02 5.737646484375000000e+03
1.000000014901161194e-01 9.502961158752441406e+00 6.299689941406250000e+02 7.947749023437500000e+03
3.000000119209289551e-01 8.950917243957519531e+00 4.968066406250000000e+02 6.037085937500000000e+03
0.000000000000000000e+00 0.000000000000000000e+00 5.409615478515625000e+02 3.562537109375000000e+03
1.000000014901161194e-01 7.729476451873779297e+00 5.166776123046875000e+02 5.397372070312500000e+03
1.000000014901161194e-01 7.637027740478515625e+00 5.125107421875000000e+02 5.276283203125000000e+03
8.000000715255737305e-01 1.378502464294433594e+01 4.587980651855468750e+02 9.141730468750000000e+03
1.000000014901161194e-01 6.366478443145751953e+00 4.317704467773437500e+02 3.577075195312500000e+03
4.000000059604644775e-01 8.033401489257812500e+00 4.085731201171875000e+02 4.420958984375000000e+03
2.000000029802322388e-01 5.709970951080322266e+00 3.553118286132812500e+02 2.710104492187500000e+03
0.000000000000000000e+00 1.074147373437881470e-01 1.192519531250000000e+03 1.829566406250000000e+04
3.000000119209289551e-01 1.163742256164550781e+01 6.415388793945312500e+02 9.659705078125000000e+03
8.000000715255737305e-01 1.440673065185546875e+01 4.794595336914062500e+02 1.003737207031250000e+04
8.000000715255737305e-01 1.255674076080322266e+01 4.143353881835937500e+02 7.708403320312500000e+03
2.000000029802322388e-01 1.009428119659423828e+01 6.115111083984375000e+02 8.155086914062500000e+03
2.000000029802322388e-01 1.226878929138183594e+01 7.385603637695312500e+02 1.195294433593750000e+04
4.000000059604644775e-01 8.725815773010253906e+00 4.422732543945312500e+02 5.232954101562500000e+03
0.000000000000000000e+00 0.000000000000000000e+00 9.762635498046875000e+02 1.213053027343750000e+04
3.000000119209289551e-01 8.276391029357910156e+00 4.619830932617187500e+02 5.156284179687500000e+03
1.000000119209289551e+00 1.435682678222656250e+01 3.642468566894531250e+02 8.524206054687500000e+03
6.000000238418579102e-01 1.210188007354736328e+01 5.001534423828125000e+02 8.345959960937500000e+03
6.000000238418579102e-01 8.107045173645019531e+00 3.320652465820312500e+02 3.626527343750000000e+03
8.000000715255737305e-01 1.441555023193359375e+01 4.788947143554687500e+02 1.004089550781250000e+04
2.000000029802322388e-01 1.448498153686523438e+01 8.656552124023437500e+02 1.662789843750000000e+04
2.000000029802322388e-01 1.086637973785400391e+01 6.559730224609375000e+02 9.196251953125000000e+03
3.000000119209289551e-01 5.862375736236572266e+00 3.304151916503906250e+02 2.564773437500000000e+03
3.000000119209289551e-01 1.681608200073242188e+01 9.211478881835937500e+02 2.017749218750000000e+04
1.000000119209289551e+00 8.915282249450683594e+00 2.126696319580078125e+02 3.067811523437500000e+03
1.000000014901161194e-01 1.113457775115966797e+01 7.325156860351562500e+02 1.062546777343750000e+04
6.000000238418579102e-01 6.372481346130371094e+00 2.599656982421875000e+02 2.234736328125000000e+03
1.000000014901161194e-01 5.952006816864013672e+00 4.064512329101562500e+02 3.292934570312500000e+03
7.000000476837158203e-01 1.151061153411865234e+01 4.258143005371093750e+02 7.055572265625000000e+03
8.000000715255737305e-01 1.362680912017822266e+01 4.520528564453125000e+02 8.948088867187500000e+03
6.000000238418579102e-01 6.859541416168212891e+00 2.795747070312500000e+02 2.621365234375000000e+03
8.000000715255737305e-01 6.583189010620117188e+00 2.061968231201171875e+02 1.871139648437500000e+03
8.000000715255737305e-01 1.147678184509277344e+01 3.765762329101562500e+02 6.460021484375000000e+03
7.000000476837158203e-01 7.280780315399169922e+00 2.651877136230468750e+02 2.692925781250000000e+03
8.000000715255737305e-01 1.076069641113281250e+01 3.516443786621093750e+02 5.633205078125000000e+03
8.000000715255737305e-01 6.323757171630859375e+00 1.971642150878906250e+02 1.730782226562500000e+03
4.000000059604644775e-01 1.708951950073242188e+01 8.584738159179687500e+02 1.928673437500000000e+04
6.000000238418579102e-01 1.243049716949462891e+01 5.155354003906250000e+02 8.760831054687500000e+03
9.000000953674316406e-01 1.392202091217041016e+01 4.081303710937500000e+02 8.677237304687500000e+03
5.000000000000000000e-01 1.257870101928710938e+01 5.753727416992187500e+02 9.582493164062500000e+03
7.000000476837158203e-01 1.625580787658691406e+01 6.083536376953125000e+02 1.429893457031250000e+04
2.000000029802322388e-01 1.490245151519775391e+01 8.898319702148437500e+02 1.756108203125000000e+04
3.000000119209289551e-01 1.666920661926269531e+01 9.126198730468750000e+02 1.984875781250000000e+04
9.000000953674316406e-01 1.072347164154052734e+01 3.065732116699218750e+02 5.072268554687500000e+03
9.000000953674316406e-01 7.281551837921142578e+00 1.984700164794921875e+02 2.139461425781250000e+03
6.000000238418579102e-01 6.734161853790283203e+00 2.753562927246093750e+02 2.512166992187500000e+03
0.000000000000000000e+00 1.216651558876037598e+00 1.315445068359375000e+03 2.266419531250000000e+04
3.000000119209289551e-01 1.746855354309082031e+01 9.569462890625000000e+02 2.159806250000000000e+04
6.000000238418579102e-01 1.565460014343261719e+01 6.496390380859375000e+02 1.428321386718750000e+04
7.000000476837158203e-01 1.534193229675292969e+01 5.729379272460937500e+02 1.266668261718750000e+04
7.000000476837158203e-01 1.291900157928466797e+01 4.813669128417968750e+02 8.740358398437500000e+03
6.000000238418579102e-01 9.737545967102050781e+00 4.010042114257812500e+02 5.464655273437500000e+03
1.000000119209289551e+00 9.738651275634765625e+00 2.360559082031250000e+02 3.634599609375000000e+03
8.000000715255737305e-01 1.381562423706054688e+01 4.580538940429687500e+02 9.159810546875000000e+03
6.000000238418579102e-01 1.679276275634765625e+01 6.980667724609375000e+02 1.637432128906250000e+04
3.000000119209289551e-01 1.674452781677246094e+01 9.168369140625000000e+02 2.001435937500000000e+04
0.000000000000000000e+00 0.000000000000000000e+00 9.512206420898437500e+02 1.143500683593750000e+04
6.000000238418579102e-01 7.774056911468505859e+00 3.190272827148437500e+02 3.384441406250000000e+03
6.000000238418579102e-01 1.172313785552978516e+01 4.842175292968750000e+02 7.883926757812500000e+03
7.000000476837158203e-01 7.690361976623535156e+00 2.797237243652343750e+02 3.056211914062500000e+03
5.000000000000000000e-01 1.319645118713378906e+01 6.037061157226562500e+02 1.074509667968750000e+04
1.000000119209289551e+00 1.084653282165527344e+01 2.664656066894531250e+02 4.729344726562500000e+03
2.000000029802322388e-01 1.473250961303710938e+01 8.810463867187500000e+02 1.720135156250000000e+04
1.000000014901161194e-01 1.530955219268798828e+01 9.924924926757812500e+02 2.012419921875000000e+04
9.000000953674316406e-01 8.117119789123535156e+00 2.250333709716796875e+02 2.745836914062500000e+03
1.000000119209289551e+00 8.023741722106933594e+00 1.878353271484375000e+02 2.430401367187500000e+03
5.000000000000000000e-01 1.052571582794189453e+01 4.821047363281250000e+02 6.981543945312500000e+03
7.000000476837158203e-01 1.527727413177490234e+01 5.704551391601562500e+02 1.255151074218750000e+04
8.000000715255737305e-01 7.549108505249023438e+00 2.398271179199218750e+02 2.593402343750000000e+03
0.000000000000000000e+00 2.350944042205810547e+00 7.727880859375000000e+02 8.083764648437500000e+03
1.000000014901161194e-01 1.141700172424316406e+01 7.493419189453125000e+02 1.120922167968750000e+04
7.000000476837158203e-01 1.201096439361572266e+01 4.460089721679687500e+02 7.658246093750000000e+03
5.000000000000000000e-01 1.255289649963378906e+01 5.741893920898437500e+02 9.533930664062500000e+03
4.000000059604644775e-01 1.169497489929199219e+01 5.886018676757812500e+02 9.047527343750000000e+03
2.000000029802322388e-01 1.520978164672851562e+01 9.092564697265625000e+02 1.827908984375000000e+04
1.000000014901161194e-01 1.370803451538085938e+01 8.912615966796875000e+02 1.638245605468750000e+04
3.000000119209289551e-01 1.576759815216064453e+01 8.640467529296875000e+02 1.790282812500000000e+04
0.000000000000000000e+00 2.823045015335083008e+00 1.410839111328125000e+03 2.653605859375000000e+04
6.000000238418579102e-01 1.676697158813476562e+01 6.966632690429687500e+02 1.632281152343750000e+04
7.000000476837158203e-01 1.235736083984375000e+01 4.599784240722656250e+02 8.075374023437500000e+03
2.000000029802322388e-01 1.529603862762451172e+01 9.127180175781250000e+02 1.844264062500000000e+04
1.000000119209289551e+00 1.130798435211181641e+01 2.793196411132812500e+02 5.194777343750000000e+03
1.000000119209289551e+00 9.664934158325195312e+00 2.335515441894531250e+02 3.557907226562500000e+03
1.000000119209289551e+00 1.336471843719482422e+01 3.366109619140625000e+02 7.440790039062500000e+03
8.000000715255737305e-01 1.360653018951416016e+01 4.507271728515625000e+02 8.919102539062500000e+03
2.000000029802322388e-01 1.187123012542724609e+01 7.148013305664062500e+02 1.113022558593750000e+04
4.000000059604644775e-01 1.174607372283935547e+01 5.911459960937500000e+02 9.111354492187500000e+03
6.000000238418579102e-01 6.259733676910400391e+00 2.543369903564453125e+02 2.132205566406250000e+03
2.000000029802322388e-01 1.030276203155517578e+01 6.223713378906250000e+02 8.428196289062500000e+03
7.000000476837158203e-01 1.453213405609130859e+01 5.424606933593750000e+02 1.123253613281250000e+04
0.000000000000000000e+00 0.000000000000000000e+00 6.466555786132812500e+02 5.349530273437500000e+03
6.000000238418579102e-01 1.459123325347900391e+01 6.049780883789062500e+02 1.233740527343750000e+04
9.000000953674316406e-01 1.281780815124511719e+01 3.735662231445312500e+02 7.437175781250000000e+03
8.000000715255737305e-01 8.332391738891601562e+00 2.682341918945312500e+02 3.278436523437500000e+03
1.000000119209289551e+00 1.066563224792480469e+01 2.614266052246093750e+02 4.550000000000000000e+03
7.000000476837158203e-01 8.389878273010253906e+00 3.059771728515625000e+02 3.515748046875000000e+03
1.000000014901161194e-01 8.646898269653320312e+00 5.741484375000000000e+02 6.724967773437500000e+03
1.000000119209289551e+00 1.141258049011230469e+01 2.831328735351562500e+02 5.317087890625000000e+03
9.000000953674316406e-01 1.296704769134521484e+01 3.764689331054687500e+02 7.588870117187500000e+03
1.000000119209289551e+00 1.623809051513671875e+01 4.171151733398437500e+02 1.113621972656250000e+04
8.000000715255737305e-01 1.208395099639892578e+01 3.994582519531250000e+02 7.176748046875000000e+03
8.000000715255737305e-01 1.146150398254394531e+01 3.760443115234375000e+02 6.442381835937500000e+03
2.000000029802322388e-01 1.125655460357666016e+01 6.802315063476562500e+02 9.887388671875000000e+03
2.000000029802322388e-01 1.361102390289306641e+01 8.147388305664062500e+02 1.467616699218750000e+04
8.000000715255737305e-01 1.272993946075439453e+01 4.202070922851562500e+02 7.906958984375000000e+03
1.000000119209289551e+00 1.609659767150878906e+01 4.127087402343750000e+02 1.089802832031250000e+04
6.000000238418579102e-01 1.220775985717773438e+01 5.066080017089843750e+02 8.493107421875000000e+03
8.000000715255737305e-01 8.040865898132324219e+00 2.581347961425781250e+02 3.028724609375000000e+03
5.000000000000000000e-01 8.732014656066894531e+00 4.000216064453125000e+02 4.769773437500000000e+03
3.000000119209289551e-01 1.470227527618408203e+01 8.066540527343750000e+02 1.575879980468750000e+04
9.000000953674316406e-01 6.792249202728271484e+00 1.840954589843750000e+02 1.793212402343750000e+03
7.000000476837158203e-01 6.930774688720703125e+00 2.499470214843750000e+02 2.416311035156250000e+03
4.000000059604644775e-01 1.270017623901367188e+01 6.402716064453125000e+02 1.079828515625000000e+04
7.000000476837158203e-01 1.386651802062988281e+01 5.182090454101562500e+02 1.006451074218750000e+04
8.000000715255737305e-01 1.643704032897949219e+01 5.492763061523437500e+02 1.354409472656250000e+04
1.000000119209289551e+00 1.235169982910156250e+01 3.085409240722656250e+02 6.335875976562500000e+03
5.000000000000000000e-01 6.995193958282470703e+00 3.198851013183593750e+02 3.094355468750000000e+03
6.000000238418579102e-01 1.327070331573486328e+01 5.498822021484375000e+02 9.925954101562500000e+03
8.000000715255737305e-01 1.000172042846679688e+01 3.252191772460937500e+02 4.786610351562500000e+03
1.000000119209289551e+00 1.131612396240234375e+01 2.799014282226562500e+02 5.206860351562500000e+03
8.000000715255737305e-01 1.482053375244140625e+01 4.929949951171875000e+02 1.074272558593750000e+04
2.000000029802322388e-01 1.154901695251464844e+01 6.948381347656250000e+02 1.045388964843750000e+04
2.000000029802322388e-01 1.658636474609375000e+01 9.892391357421875000e+02 2.136118750000000000e+04
4.000000059604644775e-01 1.075605392456054688e+01 5.422804565429687500e+02 7.840827148437500000e+03
7.000000476837158203e-01 6.891193389892578125e+00 2.484270935058593750e+02 2.386674804687500000e+03
7.000000476837158203e-01 7.149675846099853516e+00 2.596127929687500000e+02 2.567816894531250000e+03
8.000000715255737305e-01 1.178863143920898438e+01 3.874336547851562500e+02 6.820091796875000000e+03
0.000000000000000000e+00 0.000000000000000000e+00 1.387597900390625000e+03 2.402156250000000000e+04
1.000000014901161194e-01 7.981004714965820312e+00 5.324343261718750000e+02 5.764629882812500000e+03
7.000000476837158203e-01 8.366721153259277344e+00 3.050878906250000000e+02 3.490833984375000000e+03
9.000000953674316406e-01 8.187944412231445312e+00 2.268469390869140625e+02 2.803876953125000000e+03
8.000000715255737305e-01 1.616455459594726562e+01 5.406661376953125000e+02 1.308370996093750000e+04
4.000000059604644775e-01 1.749989891052246094e+01 8.788288574218750000e+02 2.007973828125000000e+04
1.000000014901161194e-01 1.047036170959472656e+01 6.883773193359375000e+02 9.273603515625000000e+03
1.000000119209289551e+00 9.605652809143066406e+00 2.321884155273437500e+02 3.501443359375000000e+03
9.000000953674316406e-01 1.075660133361816406e+01 3.072652587890625000e+02 5.106373046875000000e+03
9.000000953674316406e-01 1.453208827972412109e+01 4.273846130371093750e+02 9.352999023437500000e+03
0.000000000000000000e+00 0.000000000000000000e+00 1.350343627929687500e+03 2.291483203125000000e+04
7.000000476837158203e-01 9.009916305541992188e+00 3.297867431640625000e+02 4.182800781250000000e+03
5.000000000000000000e-01 9.809141159057617188e+00 4.497253723144531250e+02 6.087338867187500000e+03
7.000000476837158203e-01 1.054724788665771484e+01 3.908011169433593750e+02 5.930003906250000000e+03
2.000000029802322388e-01 1.330413150787353516e+01 7.968937377929687500e+02 1.404775488281250000e+04
8.000000715255737305e-01 1.720677375793457031e+01 5.770977172851562500e+02 1.489180761718750000e+04
3.000000119209289551e-01 1.202439308166503906e+01 6.623863525390625000e+02 1.042978027343750000e+04
3.000000119209289551e-01 7.671513557434082031e+00 4.295184936523437500e+02 4.429821289062500000e+03
2.000000029802322388e-01 1.641939353942871094e+01 9.793933105468750000e+02 2.098459765625000000e+04
5.000000000000000000e-01 8.286687850952148438e+00 3.797985839843750000e+02 4.265966796875000000e+03
3.000000119209289551e-01 1.623778724670410156e+01 8.903513183593750000e+02 1.893620703125000000e+04
6.000000238418579102e-01 6.738849639892578125e+00 2.753099365234375000e+02 2.514102539062500000e+03
4.000000059604644775e-01 1.211536693572998047e+01 6.114627075195312500e+02 9.670882812500000000e+03
9.000000953674316406e-01 1.055804920196533203e+01 3.018278503417968750e+02 4.899563476562500000e+03
3.000000119209289551e-01 7.340783596038818359e+00 4.100626220703125000e+02 4.017518554687500000e+03
6.000000238418579102e-01 8.147716522216796875e+00 3.337765808105468750e+02 3.671479492187500000e+03
9.000000953674316406e-01 1.624623489379882812e+01 4.791320800781250000e+02 1.216996191406250000e+04
1.000000119209289551e+00 1.035913467407226562e+01 2.536284637451171875e+02 4.252058593750000000e+03
1.000000119209289551e+00 1.333813667297363281e+01 3.358706054687500000e+02 7.411763671875000000e+03
7.000000476837158203e-01 1.067208194732666016e+01 3.956396179199218750e+02 6.078566406250000000e+03
1.000000119209289551e+00 1.092993927001953125e+01 2.687889404296875000e+02 4.807420898437500000e+03
3.000000119209289551e-01 1.496893024444580078e+01 8.210197143554687500e+02 1.628944433593750000e+04
1.000000119209289551e+00 8.518526077270507812e+00 2.016177825927734375e+02 2.738692382812500000e+03
5.000000000000000000e-01 1.267795944213867188e+01 5.799254150390625000e+02 9.769297851562500000e+03
2.000000029802322388e-01 1.279629993438720703e+01 7.681460571289062500e+02 1.301843261718750000e+04
1.000000014901161194e-01 1.726449012756347656e+01 1.115386840820312500e+03 2.467876953125000000e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.417680053710937500e+03 2.491523046875000000e+04
3.000000119209289551e-01 1.366648006439208984e+01 7.508517456054687500e+02 1.369755371093750000e+04
9.000000953674316406e-01 9.756715774536132812e+00 2.771424560546875000e+02 4.096668945312500000e+03
6.000000238418579102e-01 8.193161010742187500e+00 3.356887207031250000e+02 3.721708984375000000e+03
2.000000029802322388e-01 9.812554359436035156e+00 5.953289794921875000e+02 7.772479492187500000e+03
6.000000238418579102e-01 8.761495590209960938e+00 3.606355895996093750e+02 4.358139648437500000e+03
1.000000119209289551e+00 1.004979515075683594e+01 2.442720489501953125e+02 3.939458007812500000e+03
2.000000029802322388e-01 1.028983974456787109e+01 6.234053344726562500e+02 8.426621093750000000e+03
8.000000715255737305e-01 9.505842208862304688e+00 3.079543151855468750e+02 4.269827148437500000e+03
8.000000715255737305e-01 1.334669876098632812e+01 4.417699584960937500e+02 8.619895507812500000e+03
2.000000029802322388e-01 1.147946739196777344e+01 6.920453491210937500e+02 1.032835449218750000e+04
1.000000119209289551e+00 8.908297538757324219e+00 2.127041778564453125e+02 3.063586914062500000e+03
5.000000000000000000e-01 6.319912910461425781e+00 2.892347717285156250e+02 2.444033691406250000e+03
7.000000476837158203e-01 1.493303394317626953e+01 5.572362060546875000e+02 1.193830957031250000e+04
0.000000000000000000e+00 1.946996688842773438e+00 8.838703002929687500e+02 1.022706152343750000e+04
1.000000014901161194e-01 1.202098655700683594e+01 7.871452636718750000e+02 1.248897558593750000e+04
9.000000953674316406e-01 1.598981571197509766e+01 4.714041748046875000e+02 1.174177636718750000e+04
7.000000476837158203e-01 1.348398017883300781e+01 5.036874389648437500e+02 9.401266601562500000e+03
9.000000953674316406e-01 8.340997695922851562e+00 2.316386718750000000e+02 2.935260742187500000e+03
1.000000119209289551e+00 1.417019271850585938e+01 3.596047973632812500e+02 8.325401367187500000e+03
1.000000014901161194e-01 1.211525630950927734e+01 7.923438110351562500e+02 1.269471777343750000e+04
7.000000476837158203e-01 1.263096714019775391e+01 4.688363342285156250e+02 8.385281250000000000e+03
5.000000000000000000e-01 8.206994056701660156e+00 3.748633117675781250e+02 4.165217773437500000e+03
2.000000029802322388e-01 6.967122554779052734e+00 4.306645202636718750e+02 3.971887695312500000e+03
9.000000953674316406e-01 1.043249416351318359e+01 2.971182861328125000e+02 4.773886718750000000e+03
0.000000000000000000e+00 0.000000000000000000e+00 9.132213745117187500e+02 1.037964160156250000e+04
8.000000715255737305e-01 1.633922004699707031e+01 5.458706054687500000e+02 1.337457714843750000e+04
8.000000715255737305e-01 7.817346096038818359e+00 2.491663055419921875e+02 2.823397460937500000e+03
8.000000715255737305e-01 1.673583030700683594e+01 5.616491699218750000e+02 1.408846191406250000e+04
1.000000119209289551e+00 9.465439796447753906e+00 2.279945678710937500e+02 3.425281250000000000e+03
2.000000029802322388e-01 1.490242958068847656e+01 8.898306884765625000e+02 1.756103515625000000e+04
3.000000119209289551e-01 1.350585651397705078e+01 7.421982421875000000e+02 1.337790917968750000e+04
4.000000059604644775e-01 6.252185821533203125e+00 3.185742492675781250e+02 2.682715820312500000e+03
1.000000014901161194e-01 1.676487731933593750e+01 1.085387695312500000e+03 2.354164453125000000e+04
0.000000000000000000e+00 0.000000000000000000e+00 1.462431640625000000e+03 2.624469140625000000e+04
5.000000000000000000e-01 6.852728843688964844e+00 3.127496032714843750e+02 2.953795898437500000e+03
2.000000029802322388e-01 1.131083106994628906e+01 6.811657104492187500e+02 9.968561523437500000e+03
2.000000029802322388e-01 1.469151306152343750e+01 8.775665283203125000e+02 1.708862109375000000e+04
3.000000119209289551e-01 7.622180938720703125e+00 4.252225341796875000e+02 4.357519531250000000e+03
5.000000000000000000e-01 8.443284034729003906e+00 3.857008361816406250e+02 4.433547851562500000e+03
1.000000119209289551e+00 1.460543441772460938e+01 3.721489257812500000e+02 8.804477539062500000e+03
7.000000476837158203e-01 7.805940151214599609e+00 2.835536499023437500e+02 3.154694335937500000e+03
7.000000476837158203e-01 6.767971992492675781e+00 2.447111358642578125e+02 2.290411132812500000e+03
4.000000059604644775e-01 1.145857334136962891e+01 5.769926757812500000e+02 8.744186523437500000e+03
1.000000119209289551e+00 1.064156150817871094e+01 2.610899963378906250e+02 4.528809570312500000e+03
9.000000953674316406e-01 6.591086387634277344e+00 1.768531799316406250e+02 1.712306640625000000e+03
4.000000059604644775e-01 5.962001800537109375e+00 3.031611022949218750e+02 2.379423828125000000e+03
7.000000476837158203e-01 1.493301200866699219e+01 5.572352905273437500e+02 1.193827246093750000e+04
7.000000476837158203e-01 7.659524440765380859e+00 2.792627868652343750e+02 3.033185546875000000e+03
1.000000119209289551e+00 1.255600357055664062e+01 3.159825134277343750e+02 6.574725585937500000e+03
5.000000000000000000e-01 7.723579883575439453e+00 3.540688476562500000e+02 3.627282226562500000e+03
7.000000476837158203e-01 1.682927322387695312e+01 6.317146606445312500e+02 1.533852636718750000e+04
0.000000000000000000e+00 3.004182338714599609e+00 6.160211791992187500e+02 5.376014648437500000e+03
0.000000000000000000e+00 0.000000000000000000e+00 9.218641357421875000e+02 1.061968066406250000e+04
1.000000119209289551e+00 1.147136402130126953e+01 2.838707885742187500e+02 5.373192382812500000e+03
8.000000715255737305e-01 6.867156505584716797e+00 2.160836486816406250e+02 2.087144531250000000e+03
1.000000014901161194e-01 1.136736202239990234e+01 7.464215087890625000e+02 1.110712011718750000e+04
8.000000715255737305e-01 1.223034000396728516e+01 4.031429138183593750e+02 7.333074218750000000e+03
7.000000476837158203e-01 1.475003719329833984e+01 5.522722167968750000e+02 1.164016503906250000e+04
6.000000238418579102e-01 6.526105403900146484e+00 2.655449829101562500e+02 2.360608886718750000e+03
5.000000000000000000e-01 1.242858982086181641e+01 5.684879150390625000e+02 9.345710937500000000e+03
3.000000119209289551e-01 1.498422813415527344e+01 8.218437500000000000e+02 1.631988574218750000e+04
2.000000029802322388e-01 1.446141338348388672e+01 8.641866455078125000e+02 1.657323828125000000e+04
3.000000119209289551e-01 8.772655487060546875e+00 4.882832946777343750e+02 5.810424804687500000e+03
7.000000476837158203e-01 1.214091873168945312e+01 4.518273010253906250e+02 7.819929687500000000e+03
1.000000014901161194e-01 1.615180778503417969e+01 1.045805786132812500e+03 2.209344921875000000e+04
4.000000059604644775e-01 1.240558433532714844e+01 6.239824829101562500e+02 1.020639941406250000e+04
8.000000715255737305e-01 9.216943740844726562e+00 2.989951171875000000e+02 3.976114257812500000e+03
4.000000059604644775e-01 1.538064098358154297e+01 7.721083984375000000e+02 1.596290136718750000e+04
2.000000029802322388e-01 1.635316658020019531e+01 9.758066406250000000e+02 2.084130078125000000e+04
5.000000000000000000e-01 1.669398117065429688e+01 7.654153442382812500e+02 1.734489062500000000e+04
9.000000953674316406e-01 1.203702640533447266e+01 3.491385498046875000e+02 6.560452148437500000e+03
8.000000715255737305e-01 6.907938003540039062e+00 2.175034790039062500e+02 2.120179687500000000e+03
3.000000119209289551e-01 1.361434078216552734e+01 7.481715087890625000e+02 1.359553027343750000e+04
4.000000059604644775e-01 1.419155120849609375e+01 7.131099853515625000e+02 1.366488183593750000e+04
3.000000119209289551e-01 1.635122489929199219e+01 8.958729248046875000e+02 1.916978515625000000e+04
8.000000715255737305e-01 1.247014427185058594e+01 4.111618347167968750e+02 7.606990234375000000e+03
4.000000059604644775e-01 8.028349876403808594e+00 4.065361938476562500e+02 4.400769531250000000e+03
4.000000059604644775e-01 1.375478076934814453e+01 6.912124633789062500e+02 1.281772363281250000e+04
2.000000029802322388e-01 6.444089412689208984e+00 3.989770507812500000e+02 3.390656250000000000e+03
2.000000029802322388e-01 1.251717758178710938e+01 7.511343383789062500e+02 1.243634667968750000e+04
9.000000953674316406e-01 9.764097213745117188e+00 2.761924133300781250e+02 4.094734375000000000e+03
6.000000238418579102e-01 1.213884258270263672e+01 5.034778442382812500e+02 8.406961914062500000e+03
6.000000238418579102e-01 8.995852470397949219e+00 3.697281188964843750e+02 4.611013671875000000e+03
2.000000029802322388e-01 1.372644138336181641e+01 8.216934814453125000e+02 1.493168457031250000e+04
5.000000000000000000e-01 7.203421592712402344e+00 3.288342895507812500e+02 3.277699218750000000e+03
3.000000119209289551e-01 1.396726036071777344e+01 7.672839965820312500e+02 1.429918457031250000e+04
3.000000119209289551e-01 7.569340705871582031e+00 4.223758544921875000e+02 4.294125976562500000e+03
3.000000119209289551e-01 1.044331359863281250e+01 5.795646362304687500e+02 8.037229492187500000e+03
0.000000000000000000e+00 0.000000000000000000e+00 7.803981323242187500e+02 7.732157226562500000e+03
8.000000715255737305e-01 1.233563327789306641e+01 4.079176940917968750e+02 7.464622070312500000e+03
6.000000238418579102e-01 1.691691780090332031e+01 7.044827270507812500e+02 1.661771484375000000e+04
1.000000119209289551e+00 1.212818050384521484e+01 3.021665954589843750e+02 6.090455078125000000e+03
6.000000238418579102e-01 1.050578880310058594e+01 4.329956054687500000e+02 6.398852539062500000e+03
4.000000059604644775e-01 8.291334152221679688e+00 4.191369628906250000e+02 4.703727539062500000e+03
5.000000000000000000e-01 1.419156646728515625e+01 6.493472900390625000e+02 1.261789941406250000e+04
6.000000238418579102e-01 1.087473583221435547e+01 4.485196838378906250e+02 6.848940429687500000e+03
7.000000476837158203e-01 1.207078933715820312e+01 4.473251647949218750e+02 7.720426757812500000e+03
9.000000953674316406e-01 9.525195121765136719e+00 2.687129516601562500e+02 3.851282226562500000e+03
3.000000119209289551e-01 1.387593364715576172e+01 7.644295654296875000e+02 1.414530566406250000e+04
2.000000029802322388e-01 1.200289726257324219e+01 7.234935302734375000e+02 1.141380566406250000e+04
1.000000014901161194e-01 1.268742942810058594e+01 8.292019042968750000e+02 1.404472363281250000e+04
1.000000119209289551e+00 1.610470962524414062e+01 4.137465820312500000e+02 1.092227246093750000e+04
5.000000000000000000e-01 9.860269546508789062e+00 4.512354431152343750e+02 6.143944335937500000e+03
7.000000476837158203e-01 1.685992240905761719e+01 6.332744750976562500e+02 1.539828613281250000e+04
6.000000238418579102e-01 1.097741222381591797e+01 4.538673095703125000e+02 6.983436523437500000e+03
7.000000476837158203e-01 1.523396301269531250e+01 5.700340576171875000e+02 1.249111230468750000e+04
6.000000238418579102e-01 1.477904701232910156e+01 6.127990722656250000e+02 1.268017089843750000e+04
1.000000119209289551e+00 1.581876850128173828e+01 4.060068969726562500e+02 1.045663183593750000e+04
0.000000000000000000e+00 0.000000000000000000e+00 7.541991577148437500e+02 7.271770507812500000e+03
1.000000014901161194e-01 1.376057147979736328e+01 8.947415771484375000e+02 1.650823828125000000e+04
1.000000014901161194e-01 1.590876388549804688e+01 1.029059936523437500e+03 2.149922265625000000e+04
5.000000000000000000e-01 1.730529403686523438e+01 7.939840087890625000e+02 1.850253515625000000e+04
5.000000000000000000e-01 1.085760402679443359e+01 4.964342956542968750e+02 7.389705078125000000e+03
6.000000238418579102e-01 1.636534309387207031e+01 6.815334472656250000e+02 1.561133300781250000e+04
1.000000119209289551e+00 1.251867103576660156e+01 3.130439453125000000e+02 6.516882812500000000e+03
0.000000000000000000e+00 2.926433086395263672e+00 8.368319091796875000e+02 9.327391601562500000e+03
6.000000238418579102e-01 1.254498291015625000e+01 5.187977905273437500e+02 8.886512695312500000e+03
9.000000953674316406e-01 1.068611145019531250e+01 3.054080505371093750e+02 5.030350585937500000e+03
0.000000000000000000e+00 0.000000000000000000e+00 6.684843750000000000e+02 5.760971679687500000e+03
